ICMP Messages/sec,ICMP Messages Received/sec,ICMP Messages Received Errors,ICMP Received Dest. Unreachable,ICMP Received Time Exceeded,ICMP Received Parameter Problem,ICMP Received Source Quench,ICMP Received Redirect/sec,ICMP Received Echo/sec,ICMP Received Echo Reply/sec,ICMP Received Timestamp/sec,ICMP Received Timestamp Reply/sec,ICMP Received Address Mask,ICMP Received Address Mask Reply,ICMP Messages Sent/sec,ICMP Messages Outbound Errors,ICMP Sent Destination Unreachable,ICMP Sent Time Exceeded,ICMP Sent Parameter Problem,ICMP Sent Source Quench,ICMP Sent Redirect/sec,ICMP Sent Echo/sec,ICMP Sent Echo Reply/sec,ICMP Sent Timestamp/sec,ICMP Sent Timestamp Reply/sec,ICMP Sent Address Mask,ICMP Sent Address Mask Reply,IPv4 Datagrams/sec,IPv4 Datagrams Received/sec,IPv4 Datagrams Received Header Errors,IPv4 Datagrams Received Address Errors,IPv4 Datagrams Forwarded/sec,IPv4 Datagrams Received Unknown Protocol,IPv4 Datagrams Received Discarded,IPv4 Datagrams Received Delivered/sec,IPv4 Datagrams Sent/sec,IPv4 Datagrams Outbound Discarded,IPv4 Datagrams Outbound No Route,IPv4 Fragments Received/sec,IPv4 Fragments Re-assembled/sec,IPv4 Fragment Re-assembly Failures,IPv4 Fragmented Datagrams/sec,IPv4 Fragmentation Failures,IPv4 Fragments Created/sec,Memory Page Faults/sec,Memory Available Bytes,Memory Committed Bytes,Memory Commit Limit,Memory Write Copies/sec,Memory Transition Faults/sec,Memory Cache Faults/sec,Memory Demand Zero Faults/sec,Memory Pages/sec,Memory Pages Input/sec,Memory Page Reads/sec,Memory Pages Output/sec,Memory Pool Paged Bytes,Memory Pool Nonpaged Bytes,Memory Page Writes/sec,Memory Pool Paged Allocs,Memory Pool Nonpaged Allocs,Memory Free System Page Table Entries,Memory Cache Bytes,Memory Cache Bytes Peak,Memory Pool Paged Resident Bytes,Memory System Code Total Bytes,Memory System Code Resident Bytes,Memory System Driver Total Bytes,Memory System Driver Resident Bytes,Memory System Cache Resident Bytes,Memory % Committed Bytes In Use,Memory Available KBytes,Memory Available MBytes,Memory Transition Pages RePurposed/sec,Memory Free & Zero Page List Bytes,Memory Modified Page List Bytes,Memory Standby Cache Reserve Bytes,Memory Standby Cache Normal Priority Bytes,Memory Standby Cache Core Bytes,Network Interface Bytes Total/sec,Network Interface Packets/sec,Network Interface Packets Received/sec,Network Interface Packets Sent/sec,Network Interface Current Bandwidth,Network Interface Bytes Received/sec,Network Interface Packets Received Unicast/sec,Network Interface Packets Received Non-Unicast/sec,Network Interface Packets Received Discarded,Network Interface Packets Received Errors,Network Interface Packets Received Unknown,Network Interface Bytes Sent/sec,Network Interface Packets Sent Unicast/sec,Network Interface Packets Sent Non-Unicast/sec,Network Interface Packets Outbound Discarded,Network Interface Packets Outbound Errors,Network Interface Output Queue Length,Network Interface Offloaded Connections,PhysicalDisk Current Disk Queue Length,PhysicalDisk % Disk Time,PhysicalDisk Avg. Disk Queue Length,PhysicalDisk % Disk Read Time,PhysicalDisk Avg. Disk Read Queue Length,PhysicalDisk % Disk Write Time,PhysicalDisk Avg. Disk Write Queue Length,PhysicalDisk Avg. Disk sec/Transfer,PhysicalDisk Avg. Disk sec/Read,PhysicalDisk Avg. Disk sec/Write,PhysicalDisk Disk Transfers/sec,PhysicalDisk Disk Reads/sec,PhysicalDisk Disk Writes/sec,PhysicalDisk Disk Bytes/sec,PhysicalDisk Disk Read Bytes/sec,PhysicalDisk Disk Write Bytes/sec,PhysicalDisk Avg. Disk Bytes/Transfer,PhysicalDisk Avg. Disk Bytes/Read,PhysicalDisk Avg. Disk Bytes/Write,PhysicalDisk % Idle Time,PhysicalDisk Split IO/Sec,Process % Processor Time,Process % User Time,Process % Privileged Time,Process Virtual Bytes Peak,Process Virtual Bytes,Process Page Faults/sec,Process Working Set Peak,Process Working Set,Process Page File Bytes Peak,Process Page File Bytes,Process Private Bytes,Process Thread Count,Process Priority Base,Process Elapsed Time,Process ID Process,Process Creating Process ID,Process Pool Paged Bytes,Process Pool Nonpaged Bytes,Process Handle Count,Process IO Read Operations/sec,Process IO Write Operations/sec,Process IO Data Operations/sec,Process IO Other Operations/sec,Process IO Read Bytes/sec,Process IO Write Bytes/sec,Process IO Data Bytes/sec,Process IO Other Bytes/sec,Process Working Set - Private,Processor % Processor Time,Processor % User Time,Processor % Privileged Time,Processor Interrupts/sec,Processor % DPC Time,Processor % Interrupt Time,Processor DPCs Queued/sec,Processor DPC Rate,Processor % Idle Time,Processor % C1 Time,Processor % C2 Time,Processor % C3 Time,Processor C1 Transitions/sec,Processor C2 Transitions/sec,Processor C3 Transitions/sec,System File Read Operations/sec,System File Write Operations/sec,System File Control Operations/sec,System File Read Bytes/sec,System File Write Bytes/sec,System File Control Bytes/sec,System Context Switches/sec,System System Calls/sec,System File Data Operations/sec,System System Up Time,System Processor Queue Length,System Processes,System Threads,System Alignment Fixups/sec,System Exception Dispatches/sec,System Floating Emulations/sec,System % Registry Quota In Use,TCPv4 Segments/sec,TCPv4 Connections Established,TCPv4 Connections Active,TCPv4 Connections Passive,TCPv4 Connection Failures,TCPv4 Connections Reset,TCPv4 Segments Received/sec,TCPv4 Segments Sent/sec,TCPv4 Segments Retransmitted/sec,Thread Context Switches/sec,Thread % Processor Time,Thread % User Time,Thread % Privileged Time,Thread Elapsed Time,Thread Priority Current,Thread Priority Base,Thread Start Address,Thread Thread State,Thread Thread Wait Reason,Thread ID Process,Thread ID Thread,UDPv4 Datagrams/sec,UDPv4 Datagrams Received/sec,UDPv4 Datagrams No Port/sec,UDPv4 Datagrams Received Errors,UDPv4 Datagrams Sent/sec
107.0,29.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40065.0,27745.0,0.0,1507.0,0.0,7.0,491.0,26323.0,12320.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4806777.0,1655287808.0,696061952.0,4293902336.0,20161.0,487773.0,154939.0,4166025.0,303779.0,252661.0,42977.0,51118.0,101064704.0,38350848.0,205.0,80748.0,55554.0,33558271.0,15499264.0,30396416.0,47206400.0,7217152.0,1499136.0,6152192.0,4030464.0,15499264.0,170210.0,1614588.0,1576.0,50702.0,1027895296.0,17506304.0,442687488.0,110669824.0,71938048.0,21165378.0,42494.0,28371.0,14123.0,1000000000.0,10655212.0,28371.0,0.0,0.0,0.0,0.0,10510166.0,14123.0,0.0,0.0,0.0,0.0,0.0,0.0,2927811000.0,2927811000.0,1751086000.0,1751086000.0,1176725000.0,1176725000.0,2927811000.0,1751086000.0,1176725000.0,42737.0,28263.0,14474.0,1315969024.0,902254080.0,413714944.0,1315969024.0,902254080.0,413714944.0,24097998000.0,2964.0,11610686427.0,333062135.0,11277624292.0,3688701952.0,2851102720.0,454646.0,609320960.0,413298688.0,476672000.0,371224576.0,371224576.0,419.0,0.0,1.31337077616e+17,0.0,0.0,4299376.0,616268.0,9864.0,40594.0,21580.0,62174.0,675819.0,175597833.0,39721795.0,215319628.0,8613611379.0,186679296.0,10798389220.0,4097678267.0,10806033269.0,986413.0,99684639.0,95004609.0,330581.0,0.0,10798389220.0,10350000000.0,0.0,0.0,460684.0,0.0,0.0,60638.0,131607.0,19035990.0,598610116.0,171759770.0,9901517805.0,12044623.0,160272607.0,192245.0,1.31337051995e+17,12.0,37.0,419.0,0.0,44954.0,0.0,55260448.0,210016.0,0.0,228.0,3.0,8.0,14.0,109736.0,100280.0,360.0,4475309.0,11387604997.0,240553542.0,11147051455.0,1.31337077616e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044.0,888.0,405.0,28.0,1156.0
107.0,29.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40065.0,27745.0,0.0,1507.0,0.0,7.0,491.0,26323.0,12320.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4809542.0,1653379072.0,698556416.0,4293902336.0,20228.0,488380.0,154945.0,4168054.0,303779.0,252661.0,42977.0,51118.0,101064704.0,38404096.0,205.0,80891.0,55723.0,33558271.0,15523840.0,30396416.0,47210496.0,7217152.0,1499136.0,6152192.0,4030464.0,15523840.0,170546.0,1614628.0,1576.0,50702.0,1028304896.0,17506304.0,442658816.0,110673920.0,71741440.0,21165378.0,42494.0,28371.0,14123.0,1000000000.0,10655212.0,28371.0,0.0,0.0,0.0,0.0,10510166.0,14123.0,0.0,0.0,0.0,0.0,0.0,0.0,2927811000.0,2927811000.0,1751086000.0,1751086000.0,1176725000.0,1176725000.0,2927811000.0,1751086000.0,1176725000.0,42737.0,28263.0,14474.0,1315969024.0,902254080.0,413714944.0,1315969024.0,902254080.0,413714944.0,24107900000.0,2964.0,11620670491.0,334622145.0,11286048346.0,3713105920.0,2873081856.0,456639.0,612253696.0,413630464.0,477753344.0,373059584.0,373059584.0,419.0,0.0,1.31337077625e+17,0.0,0.0,4347448.0,621252.0,10060.0,40595.0,21586.0,62181.0,690523.0,175610573.0,39729514.0,215340087.0,8614638573.0,187895808.0,10798389220.0,4099082276.0,10814457323.0,986537.0,99684639.0,95004609.0,330596.0,0.0,10798389220.0,10350000000.0,0.0,0.0,460684.0,0.0,0.0,60639.0,131613.0,19050694.0,598622856.0,171767489.0,9902544999.0,12052761.0,160385484.0,192252.0,1.31337051995e+17,10.0,38.0,419.0,0.0,44954.0,0.0,55260448.0,210016.0,0.0,228.0,3.0,8.0,14.0,109736.0,100280.0,360.0,4483432.0,11397433060.0,241957551.0,11155631510.0,1.31337077626e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044.0,888.0,405.0,28.0,1156.0
107.0,29.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40065.0,27745.0,0.0,1507.0,0.0,7.0,491.0,26323.0,12320.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4813991.0,1649430528.0,707690496.0,4293902336.0,20413.0,490999.0,154960.0,4169870.0,303779.0,252661.0,42977.0,51118.0,100921344.0,38486016.0,205.0,81090.0,56135.0,33558271.0,15446016.0,30396416.0,47046656.0,7217152.0,1515520.0,6152192.0,4030464.0,15446016.0,172776.0,1610772.0,1573.0,50702.0,1024983040.0,17461248.0,442486784.0,110731264.0,71229440.0,21165378.0,42494.0,28371.0,14123.0,1000000000.0,10655212.0,28371.0,0.0,0.0,0.0,0.0,10510166.0,14123.0,0.0,0.0,0.0,0.0,0.0,0.0,2929472000.0,2929472000.0,1752618000.0,1752618000.0,1176854000.0,1176854000.0,2929472000.0,1752618000.0,1176854000.0,42746.0,28265.0,14481.0,1316104192.0,902336000.0,413768192.0,1316104192.0,902336000.0,413768192.0,24116978000.0,2969.0,11631278559.0,336650158.0,11294628401.0,3818881024.0,2990395392.0,461033.0,623411200.0,426074112.0,481337344.0,380272640.0,380272640.0,436.0,0.0,1.31337077636e+17,0.0,0.0,4564672.0,641668.0,10380.0,40597.0,21592.0,62189.0,705748.0,175660381.0,39737239.0,215397620.0,8615677419.0,191598592.0,10798389220.0,4101110289.0,10823037378.0,986687.0,99684639.0,95004609.0,330618.0,0.0,10798389220.0,10350000000.0,0.0,0.0,460684.0,0.0,0.0,60641.0,131619.0,19065919.0,598672664.0,171775214.0,9903583845.0,12061469.0,160511395.0,192260.0,1.31337051995e+17,10.0,40.0,436.0,0.0,44954.0,0.0,55260448.0,210016.0,0.0,228.0,3.0,8.0,14.0,109736.0,100280.0,360.0,4492140.0,11408197129.0,243985564.0,11164211565.0,1.31337077636e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044.0,888.0,405.0,28.0,1156.0
107.0,29.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40065.0,27745.0,0.0,1507.0,0.0,7.0,491.0,26323.0,12320.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4815189.0,1648193536.0,708702208.0,4293902336.0,20413.0,491010.0,154962.0,4171054.0,303795.0,252677.0,42978.0,51118.0,100917248.0,38461440.0,205.0,81130.0,56136.0,33558271.0,15454208.0,30396416.0,47046656.0,7217152.0,1515520.0,6152192.0,4030464.0,15454208.0,173023.0,1609564.0,1571.0,50702.0,1023725568.0,17461248.0,442552320.0,110731264.0,71184384.0,21165378.0,42494.0,28371.0,14123.0,1000000000.0,10655212.0,28371.0,0.0,0.0,0.0,0.0,10510166.0,14123.0,0.0,0.0,0.0,0.0,0.0,0.0,2929693000.0,2929693000.0,1752839000.0,1752839000.0,1176854000.0,1176854000.0,2929693000.0,1752839000.0,1176854000.0,42747.0,28266.0,14481.0,1316169728.0,902401536.0,413768192.0,1316169728.0,902401536.0,413768192.0,24126600000.0,2969.0,11641106622.0,337430163.0,11303676459.0,3818881024.0,2993577984.0,462264.0,623411200.0,426459136.0,481337344.0,380645376.0,380645376.0,436.0,0.0,1.31337077646e+17,0.0,0.0,4570888.0,642388.0,10402.0,40597.0,21598.0,62195.0,720304.0,175660381.0,39744967.0,215405348.0,8616704505.0,191803392.0,10798389220.0,4101890294.0,10832085436.0,986816.0,99684639.0,95004609.0,330634.0,0.0,10798389220.0,10350000000.0,0.0,0.0,460684.0,0.0,0.0,60641.0,131625.0,19080475.0,598672664.0,171782942.0,9904610931.0,12069643.0,160626053.0,192266.0,1.31337051995e+17,20.0,40.0,436.0,0.0,44954.0,0.0,55260448.0,210016.0,0.0,228.0,3.0,8.0,14.0,109736.0,100280.0,360.0,4500316.0,11418025192.0,244921570.0,11173103622.0,1.31337077646e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044.0,888.0,405.0,28.0,1156.0
107.0,29.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40065.0,27745.0,0.0,1507.0,0.0,7.0,491.0,26323.0,12320.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4816401.0,1648353280.0,705757184.0,4293902336.0,20413.0,491092.0,154966.0,4172178.0,303824.0,252706.0,42981.0,51118.0,100917248.0,38465536.0,205.0,81101.0,56149.0,33558271.0,15384576.0,30396416.0,47046656.0,7217152.0,1515520.0,6152192.0,4030464.0,15384576.0,172304.0,1609720.0,1571.0,50702.0,1023893504.0,17453056.0,442462208.0,110792704.0,71204864.0,21165378.0,42494.0,28371.0,14123.0,1000000000.0,10655212.0,28371.0,0.0,0.0,0.0,0.0,10510166.0,14123.0,0.0,0.0,0.0,0.0,0.0,0.0,2930634000.0,2930634000.0,1753710000.0,1753710000.0,1176924000.0,1176924000.0,2930634000.0,1753710000.0,1176924000.0,42753.0,28267.0,14486.0,1316238336.0,902450688.0,413787648.0,1316238336.0,902450688.0,413787648.0,24135890000.0,2974.0,11651246687.0,340550183.0,11310696504.0,3818881024.0,2990624768.0,463437.0,623411200.0,426442752.0,481337344.0,378081280.0,378081280.0,436.0,0.0,1.31337077656e+17,0.0,0.0,4570888.0,642028.0,10398.0,40597.0,21604.0,62201.0,734923.0,175660381.0,39752694.0,215413075.0,8617737223.0,191795200.0,10798389220.0,4105010314.0,10839105481.0,986940.0,99684639.0,95004609.0,330654.0,0.0,10798389220.0,10350000000.0,0.0,0.0,460684.0,0.0,0.0,60641.0,131631.0,19095094.0,598672664.0,171790669.0,9905643649.0,12077930.0,160742499.0,192272.0,1.31337051995e+17,14.0,40.0,436.0,0.0,44954.0,0.0,55260448.0,210016.0,0.0,228.0,3.0,8.0,14.0,109736.0,100280.0,360.0,4508599.0,11428165257.0,247885589.0,11180279668.0,1.31337077656e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044.0,888.0,405.0,28.0,1156.0
107.0,29.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40065.0,27745.0,0.0,1507.0,0.0,7.0,491.0,26323.0,12320.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4817534.0,1648119808.0,705679360.0,4293902336.0,20413.0,491097.0,154968.0,4173304.0,303824.0,252706.0,42981.0,51118.0,100909056.0,38465536.0,205.0,81083.0,56160.0,33558271.0,15392768.0,30396416.0,47046656.0,7217152.0,1515520.0,6152192.0,4030464.0,15392768.0,172285.0,1609492.0,1571.0,50702.0,1023680512.0,17453056.0,442462208.0,110792704.0,71184384.0,21165378.0,42494.0,28371.0,14123.0,1000000000.0,10655212.0,28371.0,0.0,0.0,0.0,0.0,10510166.0,14123.0,0.0,0.0,0.0,0.0,0.0,0.0,2931379000.0,2931379000.0,1753710000.0,1753710000.0,1177669000.0,1177669000.0,2931379000.0,1753710000.0,1177669000.0,42756.0,28267.0,14489.0,1316336640.0,902450688.0,413885952.0,1316336640.0,902450688.0,413885952.0,24145250000.0,2974.0,11661386752.0,342422195.0,11318964557.0,3818881024.0,2991149056.0,464568.0,623411200.0,426663936.0,481337344.0,378527744.0,378527744.0,437.0,0.0,1.31337077666e+17,0.0,0.0,4570888.0,642268.0,10407.0,40597.0,21610.0,62207.0,749523.0,175660381.0,39760422.0,215420803.0,8618768523.0,191987712.0,10798389220.0,4106882326.0,10847373534.0,987078.0,99684639.0,95004609.0,330674.0,0.0,10798389220.0,10350000000.0,0.0,0.0,460684.0,0.0,0.0,60641.0,131637.0,19109694.0,598672664.0,171798397.0,9906674949.0,12086204.0,160859438.0,192278.0,1.31337051995e+17,15.0,40.0,437.0,0.0,44954.0,0.0,55260448.0,210016.0,0.0,228.0,3.0,8.0,14.0,109736.0,100280.0,360.0,4516881.0,11438305322.0,249913602.0,11188391720.0,1.31337077666e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044.0,888.0,405.0,28.0,1156.0
107.0,29.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40065.0,27745.0,0.0,1507.0,0.0,7.0,491.0,26323.0,12320.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4818728.0,1648689152.0,703799296.0,4293902336.0,20413.0,491103.0,154970.0,4174490.0,303824.0,252706.0,42981.0,51118.0,100909056.0,38490112.0,205.0,81131.0,56194.0,33558271.0,15400960.0,30396416.0,47046656.0,7217152.0,1515520.0,6152192.0,4030464.0,15400960.0,171826.0,1610048.0,1572.0,50702.0,1024258048.0,17453056.0,442462208.0,110792704.0,71176192.0,21165378.0,42494.0,28371.0,14123.0,1000000000.0,10655212.0,28371.0,0.0,0.0,0.0,0.0,10510166.0,14123.0,0.0,0.0,0.0,0.0,0.0,0.0,2931379000.0,2931379000.0,1753710000.0,1753710000.0,1177669000.0,1177669000.0,2931379000.0,1753710000.0,1177669000.0,42756.0,28267.0,14489.0,1316336640.0,902450688.0,413885952.0,1316336640.0,902450688.0,413885952.0,24155350000.0,2974.0,11671526817.0,344294207.0,11327232610.0,3818881024.0,2992721920.0,465760.0,623411200.0,425222144.0,481337344.0,375648256.0,375648256.0,440.0,0.0,1.31337077676e+17,0.0,0.0,4574856.0,642988.0,10434.0,40597.0,21616.0,62213.0,764097.0,175660381.0,39768150.0,215428531.0,8619797133.0,190537728.0,10798389220.0,4108754338.0,10855641587.0,987347.0,99684639.0,95004609.0,330692.0,0.0,10798389220.0,10350000000.0,0.0,0.0,460684.0,0.0,0.0,60641.0,131643.0,19124268.0,598672664.0,171806125.0,9907703559.0,12094684.0,160974245.0,192284.0,1.31337051995e+17,21.0,40.0,440.0,0.0,44954.0,0.0,55260448.0,210016.0,0.0,228.0,3.0,8.0,14.0,109736.0,100280.0,360.0,4525355.0,11448445387.0,251629613.0,11196815774.0,1.31337077677e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044.0,888.0,405.0,28.0,1156.0
107.0,29.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40065.0,27745.0,0.0,1507.0,0.0,7.0,491.0,26323.0,12320.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4820113.0,1648246784.0,704606208.0,4293902336.0,20413.0,491140.0,154973.0,4175837.0,303824.0,252706.0,42981.0,51118.0,100909056.0,38490112.0,205.0,81105.0,56178.0,33558271.0,15388672.0,30396416.0,47046656.0,7217152.0,1515520.0,6152192.0,4030464.0,15388672.0,172023.0,1609616.0,1571.0,50702.0,1023791104.0,17477632.0,442466304.0,110813184.0,71176192.0,21165378.0,42494.0,28371.0,14123.0,1000000000.0,10655212.0,28371.0,0.0,0.0,0.0,0.0,10510166.0,14123.0,0.0,0.0,0.0,0.0,0.0,0.0,2932230000.0,2932230000.0,1753710000.0,1753710000.0,1178520000.0,1178520000.0,2932230000.0,1753710000.0,1178520000.0,42789.0,28267.0,14522.0,1316547584.0,902450688.0,414096896.0,1316547584.0,902450688.0,414096896.0,24165248000.0,2980.0,11681666882.0,345854217.0,11335812665.0,3818881024.0,2992721920.0,467142.0,623411200.0,425996288.0,481337344.0,376705024.0,376705024.0,440.0,0.0,1.31337077686e+17,0.0,0.0,4575848.0,642988.0,10443.0,40612.0,21634.0,62246.0,778799.0,175661945.0,39777442.0,215439387.0,8620829615.0,191283200.0,10798389220.0,4110470349.0,10864221642.0,987659.0,99684639.0,95004609.0,330736.0,0.0,10798389220.0,10350000000.0,0.0,0.0,460684.0,0.0,0.0,60656.0,131661.0,19138970.0,598674228.0,171815417.0,9908736041.0,12103550.0,161094237.0,192317.0,1.31337051995e+17,17.0,40.0,440.0,0.0,44954.0,0.0,55260448.0,210016.0,0.0,228.0,3.0,8.0,14.0,109736.0,100280.0,360.0,4534221.0,11458585452.0,253345624.0,11205239828.0,1.31337077687e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044.0,888.0,405.0,28.0,1156.0
107.0,29.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40065.0,27745.0,0.0,1507.0,0.0,7.0,491.0,26323.0,12320.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4821261.0,1648115712.0,705773568.0,4293902336.0,20413.0,491147.0,154976.0,4176975.0,303825.0,252707.0,42982.0,51118.0,100909056.0,38506496.0,205.0,81111.0,56187.0,33558271.0,15400960.0,30396416.0,47046656.0,7217152.0,1515520.0,6152192.0,4030464.0,15400960.0,172308.0,1609488.0,1571.0,50702.0,1023664128.0,17477632.0,442466304.0,110813184.0,71172096.0,21165378.0,42494.0,28371.0,14123.0,1000000000.0,10655212.0,28371.0,0.0,0.0,0.0,0.0,10510166.0,14123.0,0.0,0.0,0.0,0.0,0.0,0.0,2932230000.0,2932230000.0,1753710000.0,1753710000.0,1178520000.0,1178520000.0,2932230000.0,1753710000.0,1178520000.0,42789.0,28267.0,14522.0,1316547584.0,902450688.0,414096896.0,1316547584.0,902450688.0,414096896.0,24176181000.0,2980.0,11692430951.0,348194232.0,11344236719.0,3818881024.0,2992721920.0,468287.0,623468544.0,426237952.0,481345536.0,377102336.0,377102336.0,440.0,0.0,1.31337077697e+17,0.0,0.0,4577832.0,643348.0,10456.0,40661.0,21640.0,62301.0,793289.0,175663121.0,39785172.0,215448293.0,8621852707.0,191512576.0,10798389220.0,4112810364.0,10872801697.0,988246.0,99840640.0,95004609.0,331278.0,4.0,10798389220.0,10350000000.0,0.0,0.0,460684.0,0.0,0.0,60705.0,131667.0,19153460.0,598675404.0,171823147.0,9909759133.0,12112059.0,161206643.0,192372.0,1.31337051995e+17,22.0,40.0,440.0,0.0,44954.0,0.0,55260448.0,210016.0,0.0,228.0,3.0,8.0,14.0,109736.0,100280.0,360.0,4542730.0,11469193520.0,255685639.0,11213507881.0,1.31337077698e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044.0,888.0,405.0,28.0,1156.0
107.0,29.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40065.0,27745.0,0.0,1507.0,0.0,7.0,491.0,26323.0,12320.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4822902.0,1647886336.0,705761280.0,4293902336.0,20420.0,491400.0,155043.0,4178300.0,303825.0,252707.0,42982.0,51118.0,100909056.0,38490112.0,205.0,81116.0,56211.0,33558271.0,15659008.0,30396416.0,47046656.0,7217152.0,1515520.0,6152192.0,4030464.0,15659008.0,172305.0,1609264.0,1571.0,50702.0,1023479808.0,17465344.0,442413056.0,110829568.0,71163904.0,21165378.0,42494.0,28371.0,14123.0,1000000000.0,10655212.0,28371.0,0.0,0.0,0.0,0.0,10510166.0,14123.0,0.0,0.0,0.0,0.0,0.0,0.0,2932321000.0,2932321000.0,1753710000.0,1753710000.0,1178611000.0,1178611000.0,2932321000.0,1753710000.0,1178611000.0,42792.0,28267.0,14525.0,1316564992.0,902450688.0,414114304.0,1316564992.0,902450688.0,414114304.0,24187616000.0,2983.0,11703663023.0,350378246.0,11353284777.0,3823865856.0,2996133888.0,469861.0,624111616.0,426967040.0,481566720.0,377511936.0,377511936.0,438.0,0.0,1.31337077709e+17,0.0,0.0,4584784.0,643108.0,10427.0,40672.0,21649.0,62321.0,808117.0,175663815.0,39793475.0,215457290.0,8622893371.0,191754240.0,10798389220.0,4114838377.0,10882161757.0,988883.0,99996641.0,95160610.0,331723.0,8.0,10798389220.0,10350000000.0,0.0,0.0,460684.0,0.0,0.0,60716.0,131676.0,19168288.0,598676098.0,171831450.0,9910799797.0,12121119.0,161329951.0,192392.0,1.31337051995e+17,2.0,40.0,438.0,0.0,44954.0,0.0,55260448.0,210016.0,0.0,228.0,3.0,8.0,14.0,109736.0,100280.0,360.0,4551744.0,11480425592.0,257713652.0,11222711940.0,1.31337077709e+17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2044.0,888.0,405.0,28.0,1156.0
