uni_FS0_Top_5,Processor % C1 Time,Processor % Processor Time,Processor % Idle Time,Thread % Privileged Time,Process % Privileged Time
uni_FS0_Top_10,Processor % C1 Time,Processor % Processor Time,Processor % Idle Time,Thread % Privileged Time,Process % Privileged Time,Thread % Processor Time,PhysicalDisk % Idle Time,Process % Processor Time,Process IO Data Bytes/sec,Process IO Write Bytes/sec
uni_FS0_Top_20,Processor % C1 Time,Processor % Processor Time,Processor % Idle Time,Thread % Privileged Time,Process % Privileged Time,Thread % Processor Time,PhysicalDisk % Idle Time,Process % Processor Time,Process IO Data Bytes/sec,Process IO Write Bytes/sec,System File Write Bytes/sec,Process IO Other Bytes/sec,System File Control Bytes/sec,PhysicalDisk Avg. Disk sec/Transfer,PhysicalDisk % Disk Time,PhysicalDisk Avg. Disk Queue Length,PhysicalDisk Avg. Disk Bytes/Transfer,PhysicalDisk Disk Bytes/sec,PhysicalDisk Avg. Disk sec/Write,PhysicalDisk % Disk Write Time
uni_FS0_Top_30,Processor % C1 Time,Processor % Processor Time,Processor % Idle Time,Thread % Privileged Time,Process % Privileged Time,Thread % Processor Time,PhysicalDisk % Idle Time,Process % Processor Time,Process IO Data Bytes/sec,Process IO Write Bytes/sec,System File Write Bytes/sec,Process IO Other Bytes/sec,System File Control Bytes/sec,PhysicalDisk Avg. Disk sec/Transfer,PhysicalDisk % Disk Time,PhysicalDisk Avg. Disk Queue Length,PhysicalDisk Avg. Disk Bytes/Transfer,PhysicalDisk Disk Bytes/sec,PhysicalDisk Avg. Disk sec/Write,PhysicalDisk % Disk Write Time,PhysicalDisk Avg. Disk Write Queue Length,PhysicalDisk Disk Write Bytes/sec,PhysicalDisk Avg. Disk Bytes/Write,Processor % User Time,Process % User Time,System File Read Bytes/sec,Thread % User Time,Processor % Privileged Time,Process IO Read Bytes/sec,PhysicalDisk % Disk Read Time
uni_FS1_Top_5,Memory Pool Nonpaged Bytes,System Exception Dispatches/sec,System % Registry Quota In Use,PhysicalDisk Avg. Disk Read Queue Length,System System Calls/sec
uni_FS1_Top_10,Memory Pool Nonpaged Bytes,System Exception Dispatches/sec,System % Registry Quota In Use,PhysicalDisk Avg. Disk Read Queue Length,System System Calls/sec,PhysicalDisk Disk Read Bytes/sec,Memory Pages/sec,Memory System Cache Resident Bytes,Memory Standby Cache Reserve Bytes,Memory Standby Cache Normal Priority Bytes
uni_FS1_Top_20,Memory Pool Nonpaged Bytes,System Exception Dispatches/sec,System % Registry Quota In Use,PhysicalDisk Avg. Disk Read Queue Length,System System Calls/sec,PhysicalDisk Disk Read Bytes/sec,Memory Pages/sec,Memory System Cache Resident Bytes,Memory Standby Cache Reserve Bytes,Memory Standby Cache Normal Priority Bytes,Memory Standby Cache Core Bytes,Memory Pool Paged Resident Bytes,Memory Pool Paged Bytes,Memory Pool Paged Allocs,Memory Pool Nonpaged Allocs,UDPv4 Datagrams/sec,Memory Pages Output/sec,Memory Pages Input/sec,Memory Page Writes/sec,Memory Page Reads/sec
uni_FS1_Top_30,Memory Pool Nonpaged Bytes,System Exception Dispatches/sec,System % Registry Quota In Use,PhysicalDisk Avg. Disk Read Queue Length,System System Calls/sec,PhysicalDisk Disk Read Bytes/sec,Memory Pages/sec,Memory System Cache Resident Bytes,Memory Standby Cache Reserve Bytes,Memory Standby Cache Normal Priority Bytes,Memory Standby Cache Core Bytes,Memory Pool Paged Resident Bytes,Memory Pool Paged Bytes,Memory Pool Paged Allocs,Memory Pool Nonpaged Allocs,UDPv4 Datagrams/sec,Memory Pages Output/sec,Memory Pages Input/sec,Memory Page Writes/sec,Memory Page Reads/sec,Memory Page Faults/sec,Memory Modified Page List Bytes,Memory Free System Page Table Entries,Memory Free & Zero Page List Bytes,Memory Demand Zero Faults/sec,Memory Committed Bytes,Memory System Code Resident Bytes,Memory System Driver Resident Bytes,Memory System Code Total Bytes,Network Interface Packets Outbound Errors
uni_FS2_Top_5,Thread Elapsed Time,Process Elapsed Time,System System Up Time,Process % Processor Time,Thread % Processor Time
uni_FS2_Top_10,Thread Elapsed Time,Process Elapsed Time,System System Up Time,Process % Processor Time,Thread % Processor Time,Process % Privileged Time,Thread % Privileged Time,Processor % Processor Time,Processor % Idle Time,PhysicalDisk % Idle Time
uni_FS2_Top_20,Thread Elapsed Time,Process Elapsed Time,System System Up Time,Process % Processor Time,Thread % Processor Time,Process % Privileged Time,Thread % Privileged Time,Processor % Processor Time,Processor % Idle Time,PhysicalDisk % Idle Time,Processor % C1 Time,Process Virtual Bytes Peak,Process Virtual Bytes,Memory Commit Limit,PhysicalDisk Avg. Disk Queue Length,PhysicalDisk % Disk Time,PhysicalDisk Avg. Disk sec/Transfer,PhysicalDisk Avg. Disk sec/Read,PhysicalDisk % Disk Read Time,PhysicalDisk Avg. Disk Read Queue Length
uni_FS2_Top_30,Thread Elapsed Time,Process Elapsed Time,System System Up Time,Process % Processor Time,Thread % Processor Time,Process % Privileged Time,Thread % Privileged Time,Processor % Processor Time,Processor % Idle Time,PhysicalDisk % Idle Time,Processor % C1 Time,Process Virtual Bytes Peak,Process Virtual Bytes,Memory Commit Limit,PhysicalDisk Avg. Disk Queue Length,PhysicalDisk % Disk Time,PhysicalDisk Avg. Disk sec/Transfer,PhysicalDisk Avg. Disk sec/Read,PhysicalDisk % Disk Read Time,PhysicalDisk Avg. Disk Read Queue Length,Network Interface Current Bandwidth,Memory Committed Bytes,PhysicalDisk Avg. Disk Bytes/Transfer,PhysicalDisk Disk Bytes/sec,Process Working Set,Memory Available Bytes,Process Working Set Peak,Process Page File Bytes,Process Private Bytes,PhysicalDisk Disk Read Bytes/sec
uni_FS3_Top_5,PhysicalDisk Avg. Disk Read Queue Length,PhysicalDisk Disk Read Bytes/sec,Memory Standby Cache Reserve Bytes,PhysicalDisk % Disk Time,Memory Standby Cache Normal Priority Bytes
uni_FS3_Top_10,PhysicalDisk Avg. Disk Read Queue Length,PhysicalDisk Disk Read Bytes/sec,Memory Standby Cache Reserve Bytes,PhysicalDisk % Disk Time,Memory Standby Cache Normal Priority Bytes,System System Calls/sec,Memory Committed Bytes,Memory Free & Zero Page List Bytes,Memory Pool Paged Resident Bytes,Memory System Cache Resident Bytes
